nationality,gender,age,overall rating,value for money rating,security rating,location rating,facilities rating,staff rating,atmosphere rating,cleanliness rating,text review
Germany,Male,18-24,4.7,0,4,8,0,6,2,6,"this is not really a hostel. it is more like a hotel which want to earn some easy extra money by hosteling. i was in a 8 bed room, which was only temporary. the beds were totally uncomfortable with a thin mattress. i slept only few hours per night. the &quot;common&quot; looks new, but no stove to cook something, only microwaves. the staff was friendly an make my bed changes possible, after i got a broken bed. all in all i won´t stay there again, also there many creepy people in and around the hostel."
France,Male,18-24,7.1,6,8,6,6,10,6,8,"this place is ok. the staff is really nice, but the facilities are very average and the bedding is the worst kind. the location is quite good though."
USA,Male,18-24,5.1,4,6,10,4,6,4,2,"the hotel is very old and in really rough shape.  nevertheless, we at least expected clean water.  note that the rooms with a &quot;private bathroom&quot; don&#039;t have a shower - just a tub.  when we turned the water on, about half a gallon of disgusting, black, foul-smelling water came out of the tub faucet until it turned clear.  it looked and smelled like raw sewage.  while the location is good, it doesn&#039;t justify staying in a dump when a nice hotel in the same area costs $10 more."
Australia,Male,25-30,7.3,0,8,8,0,10,6,6,room was really big with wifi in the room and pay tv. also the staff were extremely friendly and helpful and were happy to help with everything we needed. most of the people staying in the hostel didn&#039;t appear to travellers and were locals who appeared to be living there so it didn&#039;t have the atmosphere of some other hostels around. the bathroom could have also been a little bit cleaner but apart from that it was good.
Japan,Female,31-40,9,0,10,10,0,10,6,8,"i&#039;ve been traveling to all over the countries. i found this hostel was overall great. i was here for just 1 night to go boulder. i booked dorm (6 people), and i was only one. the room has own bathroom, shower, tv, and microwave. it was very clean, and staff were very helpful. if i have a chance to come back, i would stay here, for sure."
Finland,Female,25-30,8,0,8,8,0,8,8,8,"bring earplugs! the hostel is surrounded by pubs and clubs. so if you want to get any sleep, bring earplugs!"
China,Male,18-24,8.3,0,8,10,0,10,8,8,"the ventilating situation in male&#039;s dorm is not good, with being told by the staff that dorms are going to move upstairs. anyway, it&#039;s really has a nice location and good price."
USA,Male,25-30,4,0,4,8,0,6,2,2,this seemed more like a half way house than a hostel.  i would not recommend this place to anyone.  i did not feel comfortable hanging out in the &quot;hostel&quot; and the place itself was not conducive to lounging anyway.
USA,Male,41+,9,0,8,10,0,8,10,8,"very reasonable price, super location, clean, friendly and helpful staff, old timey atmosphere- it&#039;s hard to imagine a better place to stay in a great city like denver!"
England,Female,18-24,9,0,10,10,0,10,8,10,"i&#039;ve stayed here twice now and have really enjoyed it both times. staff are really friendly and helpful, the place is very clean. free internet and wifi, tv and sofas in the dorm rooms. despite other&#039;s reviews i&#039;ve always met some really fun people in this hostel too. would definitely recommend it :)"
England,Male,18-24,8,0,6,10,0,8,8,8,pretty okay for a hostel and in a handy location if you want to see the major sites of denver. a fun bar around the corner too (although you do hear the noise from it).
China,Male,18-24,6.7,0,4,8,0,10,6,6,"i lived in room 210(private ensuit) which is facing the street.  so it was very noisy especially during the weekends.  the room was alright and the location is good.   the only satisfied thing for my staying was the friendly staff.  overall, i don&#039;t think i would pay the same price to live there again"
England,MixedGroup,25-30,6.7,0,6,8,0,6,4,8,"i was really surprised by how much i liked this place. the single room i had was very clean and comfortable and more like a basic hotel. however,  the bathroom was very dated (but still very clean). i had three issues; firstly, the my room was at the front of the hostel facing the main road, so at night was really really noisy. secondly, the my room was incredibly warm which made it quite difficult to sleep. and finally, some of the other guests staying there were a little strange!"
England,Female,31-40,7.3,0,8,8,0,10,4,8,"enjoyed my stay. my room was clean and large, with free wifi.  the hotel is 15 min walk from downtown, which is quite good. it&#039;s definitely value for money. staff are super friendly and helpful.  the only down side was it gets a bit noisy around 6 am and there is no air con."
England,MixedGroup,41+,5,0,6,6,0,8,2,4,"no aircon or fan in room. we had to have window open and was above a very smelly fried food restaurant. bath was rusty. we expected more of a youth hostel, but seemed more of a hostel for down and outs. no shower. cockroach spotted in reception. towel was $3 dollar deposit but was stained with a big hole. on a positive note, the staff were very friendly. would not stay again or recommend it."
Australia,Female,18-24,6,0,8,8,0,6,2,6,"this place all depends on your own standards and tolerance, i stayed in a private room it had its own toilet and bath (but no shower, which makes washing your hair a small challenge) and its own tv the bed was kinda comfy but my room faced an alleyway which seemed to be a parking lot for the people going out so it can get a bit noisey but overall for the price i paid for my own room i thought this place was pretty good."
Netherlands,Male,25-30,9,0,8,10,0,10,8,10,we arrived at night when the neighboorhood was a little bit iffy. other than that we had a great experience.
Australia,Female,18-24,9.7,0,10,10,0,10,10,10,i arrived at 2am and staff were very welcoming and helpful! and helped me the next morning- temporary amtrak station is right beside union station!
Australia,Male,25-30,6.3,0,8,8,0,8,4,4,the toilet in the main bathroom had no stall around it!! i was shaving when a man came in a started pooing infront of me... i felt horribly sick. this must be against health regulations.
Canada,Female,31-40,7.3,0,6,6,0,8,8,8,"do not come here with a car!! the website says &quot;street parking&quot; but that&#039;s misleading. you can&#039;t park behind the hostel and if you park on the streets you will get a ticket, regardless of which state your license plates are from; this is due to colorado having unconstitutional laws regarding their treatment of other states&#039; cars. in fact don&#039;t come to denver with a car for that same reason.you can park in a lot down the street but the minute you move the car to load it or unload it, out come the"
Canada,Male,18-24,6.3,0,8,8,0,8,4,8,"this hostel is a good cheap alternative to a hotel. the one thing that i love about hostels is the interaction between the travelers, but in denver, it really was absent. that&#039;s my only complaint."
USA,Male,25-30,7,0,10,10,0,6,4,6,"the hostel is in a great location and clean enough for what you would expect from a hostel.  there are some shady looking people that stay in some of the rooms there (and hang out front and back of the hostel), but they are actually very nice.  there is no bar and no mixed male/female option for rooms which i was not used to.  i did not like the fact that they assign your bed and will not let you change it.  at one point there was only two people in the room and i still had to stay on a top bunk"
England,Male,31-40,7.3,0,8,6,0,10,4,8,"the staff were lovely, the room was big and the bed comfy - it was roughly under 10 mins walk to the main shopping centre of denver and all the cafés and restaurants. however, there is a convenience shop to one side of the hostel/hotel and a fast food place on the other side. i would have liked the room a little warmer - but i got used to it. the bathroom didn&#039;t have a shower. but the bath was clean and the water was very hot."
Australia,Female,25-30,7.7,0,8,10,0,10,4,8,"great location - was able to get from the airport to the hostel on two buses ($11) at 11pm at night &amp; arrived right across street. could walk to major bus stations, 16th st mall, restaurants, supermarkets. staff were very friendly and informative. like all the hostels i have stayed at in denver, most of the other guests appeared to be locals. dorm room was very clean &amp; spacious, bathroom in room was super clean as well. the room also had a tv, table and couch in it."
