nationality,gender,age,overall rating,value for money rating,security rating,location rating,facilities rating,staff rating,atmosphere rating,cleanliness rating,text review
England,Couple,25-30,6,4,8,6,4,6,4,10,"stayed during a busy period so were told that we were staying at the 'overflow' location. it was the one advertised but, it was basically just a flat with 2 long term stayers so really it just felt like we were encroaching on their space. only 1 toilet/ shower room so getting access to it was hard work with 6 people staying here. free breakfast and all other advertised facilities are at the other location. no atmosphere. some staff were nice, mostly we just felt in the way. not worth the price."
Switzerland,Female,25-30,6.6,6,6,8,4,8,8,6,the staff were very friendly and helpful. my friend and me slept together in one bed it was small and very uncomfortable. there were only two bathrooms for approx. 26 persons.
Canada,Female,25-30,6.3,6,6,8,6,8,4,6,this is a party hostel. if you want to have a good nights sleep to get up at a decent time the next morning this is not the place for you. the outside common area is directly below the rooms so it can be very loud throughout the night. the beds are very uncomfortable. 
Denmark,Couple,25-30,9.1,10,8,10,10,10,8,8,"great host ian, very professionel , spend the time to make sure we knew the area, facilitet, what to se. very helpfull and a great place to stay :)  sincerly tina and kenneth"
Germany,Male,18-24,9.1,8,10,10,8,10,10,8,breakfast too late 9-10am
England,Female,18-24,4,2,6,4,4,2,4,6,"staff..one member very unenthusiastic, didn't have much to say..i was only notified on the day that i would be staying in the 'extra building' that the hostel has.. which is a tatty house, really not worth the $35 i paid a night..you couldn't call it a hostel, it was a house with beds thrown in, a couple of dodgy camper beds too, bad wifi connection and a good 20 minute walk to the beach, not great when i was expecting a 5 or less, overall left me with a disappointing 2 days to end my trip."
Australia,MixedGroup,18-24,4.9,4,6,6,2,6,4,6,is was old and crappy 
Australia,Male,25-30,5.7,4,6,8,4,6,6,6,"average stay for a hefty price! i guess los angeles can be quite pricey, however i still don't think this is good value for money."
Kenya,Male,31-40,9.4,10,10,10,10,10,8,8,"i took a risk to stay in venice after reading bad reviews.  but it's completely opposite,  dont believe review and relax. around the world hostels are suppose to budget with friendly atmosphere.  thanks venice beach hostel and ian. my experience, book 2 days and get free ride from airport.  its in very good location and mr. ian made my los angeles easy by providing city tips. everything is available from cable tv to bike rental.  breakfast include and free wifi. i got full day tour in luxury van"
England,Female,18-24,7.1,6,10,6,2,10,8,8,"great staff :) make you very welcome....need to sort out the toilet situation and reception thing out . if they had a reception and female male toilets n showers, or at least locks , would b best hostel in venice!!! "
NewZealand,Male,18-24,9.1,10,6,8,10,10,10,10,"one gripe was the size of the security lockers, couldn't fit my work laptop in to lock it up. if there was a few extra large lockers available would be great!"
Brazil,Couple,25-30,3.1,2,4,4,2,4,2,4,"- address on the website doesn´t match the actual address and there isn´t any indication that it 's a hostel;  - they said it was 15min walk to the beach, when actually it´s at least 30min;  - hygiene is not good and my friend woke up scratching;  - i "
England,Male,18-24,10,10,10,10,10,10,10,10,"had an awesome time here, the staff and travellers are friendly. easy to get to from airport by public bus, then it's easy to get around la with public buses/metro. beach is a short walk away. rooms, kitchen and bathrooms are clean. free breakfast is an added bonus and the hostel is close to restaurants for lunch/dinner."
Mexico,Male,25-30,2,2,2,2,2,2,2,2,"- first issue, the address registered in this page is not the same, i think this is a scam , i mean i all the time was thinking that we will be in the other address a few blocks from the beach.  - bad service.  - bad attitude of a few people of the front "
Germany,Couple,25-30,8.3,6,6,8,10,10,10,8,the staff at the hostel is very friendly and helpful. also the common areas are really nice. the rooms are large and leave enough space for everyone.
Australia,Couple,25-30,4.6,4,6,2,2,8,6,4,my girlfriend and i booked the double room at the venice beach hostel for one night.  immediately after booking i received an email stating that the owner had two locations one on venice beach (as advertised) and another which was pretty far from the beach and not mentioned in the ad. this was disappointing as there wasn't much nearby and was misleading.  the 'double room' didn't have a double bed but 2 folding single beds pushed together and the toilet was in the same room as the beds. 
Canada,Male,25-30,5.7,6,8,6,4,6,6,4,we rented a private room and it was a glorified walk in closet/bathroom with two cots jammed inside.  not exactly what we expected.  i would never stay here again.
Russia,Female,31-40,10,10,10,10,10,10,10,10,"the best hostel i ever stayed. friendly, clean and safe. feels like home atmosphere.  definitely will stay again."
Switzerland,Female,18-24,8.3,8,8,6,8,10,8,10,"the hostel doesn't have the best location, 20 min walk to beach.. but the staff is super friendly, it feels kinda like hanging out with the family in the evening. it's clean and nice."
USA,Female,18-24,8.9,10,6,8,10,10,10,8,would definitely come back
Ireland,Couple,41+,8,8,8,8,8,8,8,8,m ost enjoyable. excellent atmosphere.staff and guests friendly and helpful. convenient to all services.a memorable stay for all the right reason
England,Couple,25-30,9.1,8,8,10,8,10,10,10,"chilled as hostel, great place for newcomers to la"
Spain,Male,25-30,10,10,10,10,10,10,10,10,"i came from barcelona and i had an excellent time, good location, it's a kind of familiar hostel and amazing staff, always stay tuned to help you.  totally recommend."
England,Male,18-24,4.3,6,2,6,2,4,8,2,"there are just much better hostels in the area, if you dont mind people walking in on you in the shower or rampant fleas in your bed, then this is definitely the hostel for you."
Turkey,Female,18-24,6,6,6,6,6,10,4,4,"every staff such a good person but it's not everything. first of all, bedbugs ruin everything. we're staying in hostels to have fun but if you are itching everytime, sorry that is not acceptable. and they are doing nothing about it. second of all, you cannot lock the door when you're in bathroom. what is that ? the other thing is, i dont understand what kind of hostel is it because is no hostel sign aroud the building. if you dont have phone, it's imposible to find it."
Brazil,Female,18-24,5.1,4,6,6,4,6,4,6,i paid for the private bedroom and findout it was only a big bathroom. no privacy to use the toilet or the bathtub (there was no shower). what a joke.
Colombia,Female,25-30,10,10,10,10,10,10,10,10,i loved it! the gratest people...
NewZealand,Female,25-30,6,4,6,6,4,10,8,4,"the staff were awesome, the hostel facilities were pretty standard, the whole place could of done with a proper clean. the hostel itself is actually about a 20 minute walk from venice beach, so if you're expecting beachfront you will be a little disappointed. also they have a problem with bed bugs."
England,Male,25-30,5.7,4,4,8,6,8,8,2,"when i stayed here there were bed bugs found and instead of getting the fumigator in, the owner merely changed the sheets.......not acceptable, the guest concerned was not even reimbursed for his night. a toilet without a lock whilst not bothering me clearly affected other guests."
England,Male,25-30,8.6,10,10,6,6,10,8,10,chilled out! free quick wifi! bit of a walk to the beach but buses only $1. you have to walk if your taking surfboards. great place though definetly stay again!!! 
BritishIndianOceanTerritory,Female,18-24,10,10,10,10,10,10,10,10,"from the very moment you see the place, while being greeted by friendly staff you feel welcome and at home! the 13 person room is definitely the best choice... variety of people, yet respectful space. the mornings were inspiring. bring a friend, or go alone! safe, clean, and just perfect. "
